date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:19:48	7035/7035	---M-Z	200	added ('OK')	text/css	etag:%221b7b-60a9ee98238c0-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/components/api/woocommerce/woocommerce.responsive.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/components/api/woocommerce/woocommerce.responsive.css	(from https://celigcr.com/)
08:19:49	2686/2686	---M-Z	200	added ('OK')	text/css	etag:%22a7e-60a9ee9917b00-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/components/shortcodes/content/content.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/components/shortcodes/content/content.css	(from https://celigcr.com/)
08:19:49	10840/10840	---M-Z	200	added ('OK')	text/css	etag:%222a58-60a9ee98238c0-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/components/shortcodes/content/content.responsive.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/components/shortcodes/content/content.responsive.css	(from https://celigcr.com/)
08:19:49	94176/94176	---M-Z	200	added ('OK')	text/css	etag:%2216fe0-60a9ee9917b00-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/css/trx_addons.animations.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/css/trx_addons.animations.css	(from https://celigcr.com/)
08:19:49	1164/1164	---M-Z	200	added ('OK')	text/css	etag:%2248c-60a9ee9917b00-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/components/api/contact-form-7/contact-form-7.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/components/api/contact-form-7/contact-form-7.css	(from https://celigcr.com/)
08:19:49	59003/59003	---M-Z	200	added ('OK')	text/css	etag:%22e67b-60a9ee9917b00-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/components/cpt/services/services.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/components/cpt/services/services.css	(from https://celigcr.com/)
08:19:50	4055/4055	---M-Z	200	added ('OK')	text/css	etag:%22fd7-60a9ee98238c0-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/components/cpt/testimonials/testimonials.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/components/cpt/testimonials/testimonials.css	(from https://celigcr.com/)
08:19:50	42297/42297	---M-Z	200	added ('OK')	text/css	etag:%22a539-60a9ee9917b00-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/components/shortcodes/blogger/blogger.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/components/shortcodes/blogger/blogger.css	(from https://celigcr.com/)
08:19:50	8072/8072	---M-Z	200	added ('OK')	text/css	etag:%221f88-60a9ee9917b00-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/components/shortcodes/icons/icons.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/components/shortcodes/icons/icons.css	(from https://celigcr.com/)
08:19:50	173173/173173	---M-Z	200	added ('OK')	text/css	etag:%222a475-6309016c14d69-gzip%22	https://celigcr.com/wp-content/uploads/elementor/css/custom-frontend.min.css?ver=1742245275	D:/Programacion/celig/celigcr.com/wp-content/uploads/elementor/css/custom-frontend.min654a.css	(from https://celigcr.com/)
08:19:51	42390/42390	---M--	200	added ('OK')	image/webp	etag:%22a596-60a9e9c339280%22	https://celigcr.com/wp-content/uploads/2023/09/LoveIsove-1-e1693504507235.webp	D:/Programacion/celig/celigcr.com/wp-content/uploads/2023/09/LoveIsove-1-e1693504507235.webp	(from https://celigcr.com/)
08:19:51	192463/192463	---M--	200	added ('OK')	image/jpeg	etag:%222efcf-60a9e9bb98080%22	https://celigcr.com/wp-content/uploads/2023/10/f0022694-11b3-4522-bb19-8cc1b8858bd2-e1697728008340.jpg	D:/Programacion/celig/celigcr.com/wp-content/uploads/2023/10/f0022694-11b3-4522-bb19-8cc1b8858bd2-e1697728008340.jpg	(from https://celigcr.com/)
08:19:51	452961/452961	---M-Z	200	added ('OK')	text/css	etag:%226e961-6309016c18be9-gzip%22	https://celigcr.com/wp-content/uploads/elementor/css/custom-pro-frontend.min.css?ver=1742245275	D:/Programacion/celig/celigcr.com/wp-content/uploads/elementor/css/custom-pro-frontend.min654a.css	(from https://celigcr.com/)
08:19:51	12942/12942	---M-Z	200	added ('OK')	text/css	etag:%22328e-63099db7e32ec-gzip%22	https://celigcr.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-9.7.1	D:/Programacion/celig/celigcr.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks2656.css	(from https://celigcr.com/)
08:19:51	5150/5150	---M-Z	200	added ('OK')	text/css	etag:%22141e-631087b47a93b-gzip%22	https://celigcr.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.28.1	D:/Programacion/celig/celigcr.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min1b64.css	(from https://celigcr.com/)
08:19:52	7025/7025	---M-Z	200	added ('OK')	text/css	etag:%221b71-63099d804e44f-gzip%22	https://celigcr.com/wp-content/uploads/elementor/css/custom-apple-webkit.min.css?ver=1742287172	D:/Programacion/celig/celigcr.com/wp-content/uploads/elementor/css/custom-apple-webkit.mina16a.css	(from https://celigcr.com/)
08:19:52	1833/1833	---M-Z	200	added ('OK')	text/css	etag:%22729-631087b47a93b-gzip%22	https://celigcr.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.28.1	D:/Programacion/celig/celigcr.com/wp-content/plugins/elementor/assets/css/widget-spacer.min1b64.css	(from https://celigcr.com/)
08:19:52	600/600	---M-Z	200	added ('OK')	text/css	etag:%22258-631087b47999a-gzip%22	https://celigcr.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.28.1	D:/Programacion/celig/celigcr.com/wp-content/plugins/elementor/assets/css/widget-heading.min1b64.css	(from https://celigcr.com/)
08:19:52	254/254	---M-Z	200	added ('OK')	text/css	etag:%22fe-631087b47999a-gzip%22	https://celigcr.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.28.1	D:/Programacion/celig/celigcr.com/wp-content/plugins/elementor/assets/css/widget-image.min1b64.css	(from https://celigcr.com/)
08:19:52	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-631087b4a491f-gzip%22	https://celigcr.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	D:/Programacion/celig/celigcr.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://celigcr.com/)
08:19:53	301/301	---M-Z	200	added ('OK')	text/css	etag:%2212d-631087b47999a-gzip%22	https://celigcr.com/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?ver=3.28.1	D:/Programacion/celig/celigcr.com/wp-content/plugins/elementor/assets/css/widget-google_maps.min1b64.css	(from https://celigcr.com/)
08:19:53	4298/4298	---M-Z	200	added ('OK')	text/css	etag:%2210ca-631087b47999a-gzip%22	https://celigcr.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.28.1	D:/Programacion/celig/celigcr.com/wp-content/plugins/elementor/assets/css/widget-divider.min1b64.css	(from https://celigcr.com/)
08:19:53	5137/5137	---M-Z	200	added ('OK')	text/css	etag:%221411-611eb1c79e040-gzip%22	https://celigcr.com/wp-content/themes/invetex/style.css	D:/Programacion/celig/celigcr.com/wp-content/themes/invetex/style.css	(from https://celigcr.com/)
08:19:53	11256/11256	---M-Z	200	added ('OK')	text/css	etag:%222bf8-5b075c75d5c80-gzip%22	https://celigcr.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	D:/Programacion/celig/celigcr.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://celigcr.com/)
08:19:53	4186/4186	---M-Z	200	added ('OK')	text/css	etag:%22105a-58ac1e7924f80-gzip%22	https://celigcr.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.7.2	D:/Programacion/celig/celigcr.com/wp-includes/js/mediaelement/wp-mediaelement.mind1c0.css	(from https://celigcr.com/)
08:19:54	596966/596966	---MCZ	200	added ('OK')	text/css	etag:%2291be6-60a9ee9ce8400-gzip%22	https://celigcr.com/wp-content/themes/invetex/skins/default/css/style.css	D:/Programacion/celig/celigcr.com/wp-content/themes/invetex/skins/default/css/style.css	(from https://celigcr.com/)
08:19:54	779780/779780	---MCZ	200	added ('OK')	text/css	etag:%22be604-6309056e7552e-gzip%22	https://celigcr.com/wp-content/themes/invetex/skins/default/css/__plugins.css	D:/Programacion/celig/celigcr.com/wp-content/themes/invetex/skins/default/css/__plugins.css	(from https://celigcr.com/)
08:19:54	24342/24342	---M-Z	200	added ('OK')	text/css	etag:%225f16-60a9ee9ce8400-gzip%22	https://celigcr.com/wp-content/themes/invetex/skins/default/plugins/contact-form-7/contact-form-7.css	D:/Programacion/celig/celigcr.com/wp-content/themes/invetex/skins/default/plugins/contact-form-7/contact-form-7.css	(from https://celigcr.com/)
08:19:54	76880/76880	---M-Z	200	added ('OK')	text/css	etag:%2212c50-6309056e735ee-gzip%22	https://celigcr.com/wp-content/themes/invetex/skins/default/css/__custom.css	D:/Programacion/celig/celigcr.com/wp-content/themes/invetex/skins/default/css/__custom.css	(from https://celigcr.com/)
08:19:54	6560/6560	---M-Z	200	added ('OK')	text/css	etag:%2219a0-60a9ee9ddc640-gzip%22	https://celigcr.com/wp-content/themes/invetex/skins/default/plugins/mailchimp-for-wp/mailchimp-for-wp.css	D:/Programacion/celig/celigcr.com/wp-content/themes/invetex/skins/default/plugins/mailchimp-for-wp/mailchimp-for-wp.css	(from https://celigcr.com/)
08:19:55	366746/366746	---M-Z	200	added ('OK')	text/css	etag:%225989a-60a9ee9ce8400-gzip%22	https://celigcr.com/wp-content/themes/invetex/skins/default/plugins/woocommerce/woocommerce.css	D:/Programacion/celig/celigcr.com/wp-content/themes/invetex/skins/default/plugins/woocommerce/woocommerce.css	(from https://celigcr.com/)
08:19:55	84232/84232	---M-Z	200	added ('OK')	text/css	etag:%2214908-60a9ee9ce8400-gzip%22	https://celigcr.com/wp-content/themes/invetex/skins/default/plugins/woocommerce/woocommerce-responsive.css	D:/Programacion/celig/celigcr.com/wp-content/themes/invetex/skins/default/plugins/woocommerce/woocommerce-responsive.css	(from https://celigcr.com/)
08:19:55	68919/68919	---M-Z	200	added ('OK')	text/css	etag:%2210d37-6309056e4b549-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/css/__responsive.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/css/__responsive.css	(from https://celigcr.com/)
08:19:55	10129/10129	---M-Z	200	added ('OK')	text/css	etag:%222791-60a9ee9917b00-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/components/cpt/services/services.responsive.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/components/cpt/services/services.responsive.css	(from https://celigcr.com/)
08:19:56	6664/6664	---M-Z	200	added ('OK')	text/css	etag:%221a08-60a9ee98238c0-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/components/shortcodes/blogger/blogger.responsive.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/components/shortcodes/blogger/blogger.responsive.css	(from https://celigcr.com/)
08:19:56	416/416	---M-Z	200	added ('OK')	text/css	etag:%221a0-60a9ee9917b00-gzip%22	https://celigcr.com/wp-content/plugins/trx_addons/components/shortcodes/icons/icons.responsive.css	D:/Programacion/celig/celigcr.com/wp-content/plugins/trx_addons/components/shortcodes/icons/icons.responsive.css	(from https://celigcr.com/)
08:19:56	677583/677583	---MCZ	200	added ('OK')	text/css	etag:%22a56cf-6309056e8dbd1-gzip%22	https://celigcr.com/wp-content/themes/invetex/skins/default/css/__responsive.css	D:/Programacion/celig/celigcr.com/wp-content/themes/invetex/skins/default/css/__responsive.css	(from https://celigcr.com/)
08:19:56	10274/10274	---M-Z	200	added ('OK')	text/css	etag:%222822-60a9ee9ce8400-gzip%22	https://celigcr.com/wp-content/themes/invetex/skins/default/skin-upgrade-style.css	D:/Programacion/celig/celigcr.com/wp-content/themes/invetex/skins/default/skin-upgrade-style.css	(from https://celigcr.com/)
08:19:56	16548/16548	---M-Z	200	added ('OK')	text/css	etag:%2240a4-63099d825ca6b-gzip%22	https://celigcr.com/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1742287174	D:/Programacion/celig/celigcr.com/wp-content/uploads/elementor/google-fonts/css/poppins0d9c.css	(from https://celigcr.com/)
08:19:57	24633/24633	---M-Z	200	added ('OK')	text/css	etag:%226039-63099d8a1350d-gzip%22	https://celigcr.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742287182	D:/Programacion/celig/celigcr.com/wp-content/uploads/elementor/google-fonts/css/robotoslabc0f7.css	(from https://celigcr.com/)
08:19:57	106596/106596	---M-Z	200	added ('OK')	text/css	etag:%221a064-63099da0f7d4c-gzip%22	https://celigcr.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742287206	D:/Programacion/celig/celigcr.com/wp-content/uploads/elementor/google-fonts/css/roboto1320.css	(from https://celigcr.com/)
08:19:57	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-603fed35e19c0-gzip%22	https://celigcr.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/Programacion/celig/celigcr.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://celigcr.com/)
08:19:57	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223509-5fdabee5f2100-gzip%22	https://celigcr.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/Programacion/celig/celigcr.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://celigcr.com/)
08:19:58	108327/108327	---MC-	200	added ('OK')	application/json	date:Tue,%2025%20Mar%202025%2014:19:59%20GMT	https://celigcr.com/wp-json/wp/v2/pages/21787	D:/Programacion/celig/celigcr.com/wp-json/wp/v2/pages/21787.json	(from https://celigcr.com/)
08:19:58	1770760/1770760	---MC-	200	added ('OK')	application/json	date:Tue,%2025%20Mar%202025%2014:19:59%20GMT	https://celigcr.com/wp-json/	D:/Programacion/celig/celigcr.com/wp-json/index.html	(from https://celigcr.com/)
08:19:59	781/781	---MC-	200	added ('OK')	text/xml	date:Tue,%2025%20Mar%202025%2014:19:59%20GMT	https://celigcr.com/xmlrpc.php?rsd	D:/Programacion/celig/celigcr.com/xmlrpc0db0.php	(from https://celigcr.com/)
08:19:59	2511/2511	---MC-	200	added ('OK')	application/json	date:Tue,%2025%20Mar%202025%2014:20:00%20GMT	https://celigcr.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fceligcr.com%2F	D:/Programacion/celig/celigcr.com/wp-json/oembed/1.0/embedaec1.json	(from https://celigcr.com/)
08:20:00	2717/2717	---MC-	200	added ('OK')	text/xml	date:Tue,%2025%20Mar%202025%2014:20:00%20GMT	https://celigcr.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fceligcr.com%2F&format=xml	D:/Programacion/celig/celigcr.com/wp-json/oembed/1.0/embed75aa	(from https://celigcr.com/)
08:20:00	326628/326628	---M--	200	added ('OK')	font/woff2	etag:%224fbe4-63099db7e810d%22	https://celigcr.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	D:/Programacion/celig/celigcr.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://celigcr.com/)
08:20:00	146060/146060	---M--	200	added ('OK')	font/woff2	etag:%2223a8c-63099db7e716d%22	https://celigcr.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	D:/Programacion/celig/celigcr.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://celigcr.com/)
08:20:00	835/835	---M--	200	added ('OK')	image/jpeg	etag:%22343-60a9e9ea52ec0%22	https://celigcr.com/wp-content/uploads/2023/03/cropped-cropped-cropped-celig_firma-legal-lgbtiq-icon-1-32x32.jpg	D:/Programacion/celig/celigcr.com/wp-content/uploads/2023/03/cropped-cropped-cropped-celig_firma-legal-lgbtiq-icon-1-32x32.jpg	(from https://celigcr.com/)
08:20:00	4238/4238	---M--	200	added ('OK')	image/jpeg	etag:%22108e-60a9e9e1bda80%22	https://celigcr.com/wp-content/uploads/2023/03/cropped-cropped-cropped-celig_firma-legal-lgbtiq-icon-1-192x192.jpg	D:/Programacion/celig/celigcr.com/wp-content/uploads/2023/03/cropped-cropped-cropped-celig_firma-legal-lgbtiq-icon-1-192x192.jpg	(from https://celigcr.com/)
08:20:00	4064/4064	---M--	200	added ('OK')	image/jpeg	etag:%22fe0-60a9e9dded180%22	https://celigcr.com/wp-content/uploads/2023/03/cropped-cropped-cropped-celig_firma-legal-lgbtiq-icon-1-180x180.jpg	D:/Programacion/celig/celigcr.com/wp-content/uploads/2023/03/cropped-cropped-cropped-celig_firma-legal-lgbtiq-icon-1-180x180.jpg	(from https://celigcr.com/)
08:20:01	228/228	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Mar%202025%2014:20:02%20GMT	http://celigcr.com/wp-content/uploads/2022/01/logo-home4-white.png	D:/Programacion/celig/celigcr.com/wp-content/uploads/2022/01/logo-home4-white.40.delayed	(from https://celigcr.com/)
08:20:02	228/228	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Mar%202025%2014:20:03%20GMT	http://celigcr.com/wp-content/uploads/2023/03/cropped-cropped-cropped-CELIGlogofinal-1-2-1.png	D:/Programacion/celig/celigcr.com/wp-content/uploads/2023/03/cropped-cropped-cropped-CELIGlogofinal-1-2-1.png	(from https://celigcr.com/)
08:20:02	135944/135944	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2014:20:02%20GMT	https://celigcr.com/historia/	D:/Programacion/celig/celigcr.com/historia/index.html	(from https://celigcr.com/)
08:20:03	228/228	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Mar%202025%2014:20:03%20GMT	http://celigcr.com/wp-content/uploads/2023/03/cropped-cropped-cropped-CELIGlogofinal-1-2-1.png	D:/Programacion/celig/celigcr.com/wp-content/uploads/2023/03/cropped-cropped-cropped-CELIGlogofinal-1-2-1.42.delayed	(from https://celigcr.com/)
08:20:04	211841/211841	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2014:20:02%20GMT	https://celigcr.com/por-que-nosotros/	D:/Programacion/celig/celigcr.com/por-que-nosotros/index.html	(from https://celigcr.com/)
08:20:04	132527/132527	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2014:20:03%20GMT	https://celigcr.com/servicios-legales-lgbtiq/	D:/Programacion/celig/celigcr.com/servicios-legales-lgbtiq/index.html	(from https://celigcr.com/)
08:20:05	260910/260910	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2014:20:04%20GMT	https://celigcr.com/galeria-bodas/	D:/Programacion/celig/celigcr.com/galeria-bodas/index.html	(from https://celigcr.com/)
08:20:05	135899/135899	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2014:20:03%20GMT	https://celigcr.com/noticias-lgbtiq/	D:/Programacion/celig/celigcr.com/noticias-lgbtiq/index.html	(from https://celigcr.com/)
08:20:05	66457/66457	---M--	200	added ('OK')	image/jpeg	etag:%2210399-60a9e9d093200%22	https://celigcr.com/wp-content/uploads/2023/10/SCV_2779-1024x681.jpg	D:/Programacion/celig/celigcr.com/wp-content/uploads/2023/10/SCV_2779-1024x681.jpg	(from https://celigcr.com/)
08:20:06	167390/167390	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2014:20:05%20GMT	https://celigcr.com/galeria-videos/	D:/Programacion/celig/celigcr.com/galeria-videos/index.html	(from https://celigcr.com/)
08:20:06	141144/141144	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2014:20:06%20GMT	https://celigcr.com/contacto/	D:/Programacion/celig/celigcr.com/contacto/index.html	(from https://celigcr.com/)
08:20:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Mar%202025%2014:20:06%20GMT	https://celigcr.com/testimonios	D:/Programacion/celig/celigcr.com/testimonios	(from https://celigcr.com/)
08:20:06	142769/142769	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2014:20:06%20GMT	https://celigcr.com/podcasts/	D:/Programacion/celig/celigcr.com/podcasts/index.html	(from https://celigcr.com/)
08:20:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2025%20Mar%202025%2014:20:07%20GMT	https://celigcr.com/testimonios	D:/Programacion/celig/celigcr.com/testimonios	(from https://celigcr.com/)
08:20:07	141761/141761	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2014:20:07%20GMT	https://celigcr.com/testimonios/	D:/Programacion/celig/celigcr.com/testimonios/index.html	(from https://celigcr.com/)
08:20:07	9523/9523	---M-Z	200	added ('OK')	text/javascript	etag:%222533-63090567ca3ea-gzip%22	https://celigcr.com/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/app.js?ver=4.19	D:/Programacion/celig/celigcr.com/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/appaaac.js	(from https://celigcr.com/)
08:20:07	4776/4776	---M-Z	200	added ('OK')	text/javascript	etag:%2212a8-6234f3ce086c0-gzip%22	https://celigcr.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	D:/Programacion/celig/celigcr.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://celigcr.com/)
08:20:07	9141/9141	---M-Z	200	added ('OK')	text/javascript	etag:%2223b5-6116e76a714c0-gzip%22	https://celigcr.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	D:/Programacion/celig/celigcr.com/wp-includes/js/dist/i18n.minc33c.js	(from https://celigcr.com/)
08:20:07	136043/136043	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2014:20:08%20GMT	https://celigcr.com/category/derecho-familia/	D:/Programacion/celig/celigcr.com/category/derecho-familia/index.html	(from https://celigcr.com/)
08:20:08	131893/131893	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2014:20:08%20GMT	https://celigcr.com/afectacion-de-bienes-al-patrimonio-familiar/	D:/Programacion/celig/celigcr.com/afectacion-de-bienes-al-patrimonio-familiar/index.html	(from https://celigcr.com/)
08:20:08	12512/12512	---M-Z	200	added ('OK')	text/javascript	etag:%2230e0-63099d74d991f-gzip%22	https://celigcr.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.0.5	D:/Programacion/celig/celigcr.com/wp-content/plugins/contact-form-7/includes/swv/js/index52c7.js	(from https://celigcr.com/)
